<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20210315;000000;58972.7100000;60601.0700000;54568.0000000;55636.1500000;31641
20210316;000000;55629.0800000;56970.0000000;53221.0000000;56927.1100000;24418
20210317;000000;56924.2600000;58996.3800000;54138.0100000;58925.5400000;22688
20210318;000000;58925.5400000;60100.0000000;56996.1500000;57644.9500000;21450
20210319;000000;57644.9500000;59461.9900000;56260.0000000;58039.6600000;16418
20210320;000000;58026.9100000;59928.0000000;57827.9700000;58116.7000000;9712
20210321;000000;58126.3400000;58651.2200000;55543.8900000;57363.3200000;11826
20210322;000000;57377.2900000;58421.6800000;53739.5000000;54110.0700000;19521
20210323;000000;54111.4900000;55858.0000000;53000.0000000;54345.5400000;19216
20210324;000000;54333.2700000;57209.9700000;51673.8200000;52276.1600000;23761
20210325;000000;52259.6900000;53238.0000000;50305.0000000;51325.0100000;29632
20210326;000000;51320.7600000;55125.1300000;51250.0000000;55072.4400000;17833
20210327;000000;55080.9000000;56640.0000000;53966.0000000;55856.5300000;11345
20210328;000000;55856.5400000;56587.0800000;54701.0000000;55778.8200000;9232
20210329;000000;55781.2200000;58400.0000000;54900.0000000;57613.4800000;17556
20210330;000000;57613.7600000;59397.4800000;57000.0000000;58786.4600000;15100
20210331;000000;58786.4600000;59800.0000000;56873.8000000;58800.0000000;17388
20210401;000000;58800.0100000;59474.9400000;57930.0000000;58726.4800000;11102
20210402;000000;58726.4700000;60055.0200000;58441.8800000;58981.0400000;10957
20210403;000000;58981.0400000;59752.0000000;56943.0000000;57094.3400000;8425
20210404;000000;57094.3400000;58500.0000000;56478.5300000;58215.9400000;6303
20210405;000000;58216.7300000;59251.7600000;56817.6400000;59123.0200000;9218
20210406;000000;59134.0700000;59475.0000000;57333.3300000;58019.9800000;10362
20210407;000000;58021.6700000;58630.0000000;55400.0000000;55955.7500000;17784
20210408;000000;55962.6700000;58152.0000000;55700.0000000;58083.1000000;8090
20210409;000000;58083.1000000;58869.6900000;57670.5100000;58092.6800000;8095
20210410;000000;58092.6800000;61218.9700000;57875.4100000;59778.6000000;12829
20210411;000000;59778.5900000;60658.8900000;59177.0600000;59985.2600000;7284
20210412;000000;59983.6600000;61199.0000000;59369.0000000;59839.8200000;11479
20210413;000000;59836.8800000;63774.3900000;59799.0100000;63588.2200000;17892
20210414;000000;63588.2200000;64899.0000000;61277.9100000;62971.8000000;22559
20210415;000000;62971.8000000;63831.8200000;62036.7300000;63229.0400000;11191
20210416;000000;63229.0400000;63604.3400000;60048.4300000;61427.2700000;19856
20210417;000000;61427.2700000;62572.4800000;59700.0000000;60058.8600000;10855
20210418;000000;60067.2000000;60437.9700000;51300.0000000;56274.4100000;36884
20210419;000000;56273.6500000;57600.0000000;54187.8500000;55696.8300000;16841
20210420;000000;55696.8300000;57111.0000000;53430.0100000;56499.2900000;18606
20210421;000000;56477.6700000;56810.5600000;53620.9100000;53800.8600000;15575
20210422;000000;53795.6200000;55469.9800000;50400.0000000;51701.5900000;30443
20210423;000000;51695.9800000;52130.5800000;47464.6500000;51187.2700000;38791
20210424;000000;51187.7500000;51260.6100000;48726.8700000;50089.1500000;11842
20210425;000000;50101.4200000;50591.3800000;47044.0100000;49121.0000000;14645
20210426;000000;49121.0000000;54400.0000000;48817.6200000;54053.6000000;18013
20210427;000000;54047.8000000;55509.3900000;53321.0000000;55069.6200000;13937
20210428;000000;55069.6100000;56476.1700000;53887.0000000;54894.0300000;16475
20210429;000000;54889.8100000;55226.8600000;52369.6100000;53580.0000000;14592
20210430;000000;53580.0000000;58075.0100000;53068.4300000;57798.7700000;16536
20210501;000000;57798.7700000;58550.0000000;57050.9400000;57859.2800000;10780
20210502;000000;57859.2800000;57972.2600000;56072.0000000;56625.2000000;7668
20210503;000000;56625.2100000;58986.0000000;56500.0000000;57212.7300000;15174
20210504;000000;57212.7300000;57247.2400000;53057.7000000;53241.9200000;23508
20210505;000000;53241.9100000;57980.8600000;52913.0200000;57515.6900000;22935
20210506;000000;57515.6900000;58400.0000000;55288.0000000;56440.6600000;18232
20210507;000000;56444.8200000;58735.9500000;55300.0000000;57380.3900000;18320
20210508;000000;57380.3900000;59559.8400000;56980.0100000;58958.0500000;15368
20210509;000000;58958.0600000;59300.5200000;56265.3000000;58312.5700000;17184
20210510;000000;58313.8400000;59592.2000000;53600.0000000;55866.4100000;24661
20210511;000000;55866.3800000;56962.0700000;54511.4800000;56753.1900000;5391
20210512;000000;56753.1900000;58041.0000000;48500.0000000;49498.7700000;25880
20210513;000000;49498.7600000;52500.0000000;46000.0000000;49690.1100000;28473
20210514;000000;49682.2800000;51569.5600000;48895.0000000;49893.4800000;21984
20210515;000000;49893.4800000;50730.5800000;46573.0000000;46775.5100000;21927
20210516;000000;46771.0100000;49808.2800000;43825.0000000;46450.7900000;30636
20210517;000000;46450.7800000;46646.1500000;42101.0000000;43580.5000000;43652
20210518;000000;43571.8900000;45851.0000000;42300.0000000;42857.1500000;28215
20210519;000000;42865.0500000;43591.7000000;30000.0000000;36731.7500000;109526
20210520;000000;36735.4400000;42605.0000000;35000.0000000;40623.3300000;51451
20210521;000000;40623.2400000;42275.9900000;33501.5400000;37340.7700000;55966
20210522;000000;37333.0900000;38889.7600000;35257.5200000;37476.8300000;29230
20210523;000000;37476.8400000;38319.3600000;31111.0000000;34758.6700000;53427
20210524;000000;34758.8800000;39966.8700000;34407.1700000;38878.5600000;44406
20210525;000000;38874.5300000;39878.5100000;36481.2600000;38361.8100000;26086
20210526;000000;38361.8100000;40900.0000000;37837.3600000;39293.2300000;25105
20210527;000000;39293.2300000;40440.9500000;37191.9900000;38556.8800000;19400
20210528;000000;38556.8800000;38900.0000000;34688.0000000;35680.4700000;36219
20210529;000000;35680.4800000;37325.0000000;33650.8600000;34627.8200000;27992
20210530;000000;34627.8100000;36500.0000000;33333.0000000;35669.4400000;16033
20210531;000000;35669.4400000;37534.0900000;34183.0000000;37279.3100000;19524
20210601;000000;37276.2300000;37918.9700000;35669.1400000;36685.0000000;15704
20210602;000000;36684.9900000;38237.3700000;35920.0000000;37577.9100000;13959
20210603;000000;37581.8300000;39489.8200000;37184.8800000;39248.5500000;14310
20210604;000000;39248.5400000;39291.2400000;35593.2200000;36856.5200000;17904
20210605;000000;36856.5300000;37921.3500000;34832.1700000;35539.4900000;13648
20210606;000000;35539.9700000;36477.8600000;35258.0000000;35800.4800000;8188
20210607;000000;35800.4800000;36812.3900000;33333.0000000;33575.9100000;18993
20210608;000000;33567.2600000;34069.0000000;31004.9500000;33402.1300000;34945
20210609;000000;33402.1300000;37573.9900000;32408.5300000;37403.8600000;26051
20210610;000000;37404.7500000;38425.6700000;35800.0000000;36694.0500000;19856
20210611;000000;36694.9100000;37695.0000000;35944.0000000;37338.4400000;14137
20210612;000000;37340.0800000;37448.0000000;34635.4700000;35557.3300000;14516
20210613;000000;35557.3200000;39396.0000000;34780.5700000;39015.2400000;15740
20210614;000000;39015.2400000;41076.0300000;38744.8300000;40539.4700000;21919
20210615;000000;40537.9300000;41322.5500000;39510.9800000;40162.3700000;17016
20210616;000000;40158.0600000;40499.0000000;38105.0000000;38351.0000000;17247
20210617;000000;38351.0000000;39554.9800000;37365.6300000;38095.1700000;15978
20210618;000000;38103.9400000;38216.2200000;35153.1600000;35841.8100000;23461
20210619;000000;35840.9600000;36457.1800000;34833.2600000;35484.7900000;16805
20210620;000000;35484.8000000;36139.7300000;33347.0500000;35585.7800000;19404
20210621;000000;35585.7900000;35741.5400000;31259.0000000;31609.8200000;41300
20210622;000000;31609.8200000;33352.0000000;28800.0000000;32538.3700000;48385
20210623;000000;32538.9000000;34881.0200000;31708.0300000;33688.3500000;23125
20210624;000000;33688.5100000;35295.6700000;32300.0000000;34654.5800000;16854
20210625;000000;34654.8700000;35500.0000000;31300.0000000;31594.6300000;26502
20210626;000000;31594.6200000;32711.6800000;30173.4900000;32275.1900000;18304
20210627;000000;32267.5900000;34749.0000000;32002.2100000;34709.2300000;14418
20210628;000000;34708.5300000;35301.4300000;33864.9900000;34493.2200000;14908
20210629;000000;34493.2200000;36675.0000000;34233.3500000;35904.2800000;17908
20210630;000000;35906.1700000;36094.4200000;34033.0000000;35060.0000000;16716
20210701;000000;35060.0000000;35066.5400000;32703.4800000;33516.1100000;13208
20210702;000000;33510.9300000;33972.0600000;32704.7300000;33805.0200000;11777
20210703;000000;33805.0100000;34953.0700000;33320.0000000;34682.1600000;6203
20210704;000000;34685.0300000;35951.0000000;34390.5300000;35284.0500000;6233
20210705;000000;35284.0600000;35290.8200000;33156.8600000;33697.7800000;9603
20210706;000000;33697.7800000;35100.0000000;33300.0000000;34225.7300000;10315
20210707;000000;34225.7200000;35077.4600000;33770.0100000;33878.5600000;9417
20210708;000000;33879.5000000;33934.6200000;32111.0000000;32875.9500000;14154
20210709;000000;32875.9500000;34100.0000000;32255.2400000;33824.2600000;8338
20210710;000000;33824.2500000;34267.1400000;33027.8300000;33515.3500000;4887
20210711;000000;33515.3500000;34607.3700000;33333.3300000;34259.2300000;7024
20210712;000000;34259.2200000;34670.0000000;32665.0000000;33091.1000000;10160
20210713;000000;33077.4300000;33337.6100000;32201.1200000;32734.1400000;9471
20210714;000000;32734.1400000;33125.5500000;31600.0000000;32816.3900000;10373
20210715;000000;32815.7500000;33187.6000000;31064.7700000;31868.6800000;11271
20210716;000000;31872.4900000;32259.1600000;31025.4200000;31388.0600000;9995
20210717;000000;31389.5700000;31949.9900000;31179.0100000;31533.9100000;5673
20210718;000000;31533.9000000;32450.0000000;31125.6000000;31788.2500000;5004
20210719;000000;31786.3700000;31887.8200000;30429.9900000;30842.0300000;11016
20210720;000000;30842.0400000;31052.6500000;29301.5600000;29796.1600000;18118
20210721;000000;29796.1500000;32825.0000000;29501.0200000;32135.1900000;15590
20210722;000000;32152.6800000;32611.8400000;31729.6800000;32287.7400000;7718
20210723;000000;32287.7500000;33647.2700000;32000.0000000;33647.2600000;9002
20210724;000000;33647.2700000;34525.0000000;33424.7000000;34283.0100000;9867
20210725;000000;34291.6700000;35451.0400000;33888.8900000;35428.2600000;9436
20210726;000000;35428.2500000;40593.9300000;35251.5400000;37262.7700000;40338
20210727;000000;37262.7600000;39550.0000000;36413.2600000;39470.4800000;24700
20210728;000000;39475.9900000;40925.5600000;38803.3400000;40035.1000000;27218
20210729;000000;40035.1000000;40644.8500000;39229.4700000;40039.4400000;11014
20210730;000000;40039.4400000;42320.5700000;38342.0000000;42237.9500000;15069
20210731;000000;42233.6600000;42414.6100000;41064.1100000;41495.0100000;9375
20210801;000000;41499.0000000;42605.6400000;39426.0000000;39865.4100000;10625
20210802;000000;39859.1800000;40459.6800000;38690.0000000;39149.5900000;12393
20210803;000000;39149.5900000;39785.3000000;37627.2100000;38191.4400000;15095
20210804;000000;38189.4000000;39965.1000000;37509.0000000;39722.4100000;15321
20210805;000000;39718.9000000;41447.8900000;37300.0000000;40888.7400000;28508
20210806;000000;40888.7300000;43399.2600000;39876.7400000;42869.5800000;20431
20210807;000000;42869.5900000;44750.0000000;42457.2700000;44637.3400000;19629
20210808;000000;44628.1100000;45363.8300000;43131.9700000;43829.1400000;18711
20210809;000000;43829.1500000;46497.4200000;42821.3000000;46285.4800000;19455
20210810;000000;46280.0000000;46718.4400000;44650.2700000;45595.6600000;13760
20210811;000000;45601.8200000;46781.0900000;45350.7400000;45553.4900000;11620
20210812;000000;45553.1000000;46223.9500000;43714.3600000;44422.1400000;13194
20210813;000000;44422.1500000;47953.9000000;44249.6400000;47833.6400000;11797
20210814;000000;47833.6400000;48176.5200000;46034.9300000;47109.6500000;8115
20210815;000000;47109.6400000;47400.0000000;45525.1900000;47014.4900000;7741
20210816;000000;47014.3800000;48076.5200000;45676.9100000;45902.4600000;10490
20210817;000000;45903.2200000;47174.6200000;44405.3900000;44671.5800000;12761
20210818;000000;44675.3400000;46035.2700000;44216.4700000;44707.9800000;10340
20210819;000000;44709.1000000;47088.0800000;43955.0000000;46765.8700000;11934
20210820;000000;46769.0200000;49400.0000000;46644.9500000;49342.4000000;13196
20210821;000000;49349.9900000;49821.9200000;48285.2800000;48867.0200000;9564
20210822;000000;48870.2100000;49526.1300000;48102.8900000;49284.6300000;6253
20210823;000000;49284.3800000;50505.0000000;49012.8400000;49506.5000000;10800
20210824;000000;49504.5300000;49875.9000000;47600.0000000;47682.4500000;12068
20210825;000000;47682.4500000;49277.0000000;47122.0200000;48987.3300000;9288
20210826;000000;48991.5700000;49365.1000000;46315.4800000;46851.4700000;11648
20210827;000000;46851.4700000;49185.1200000;46361.0100000;49077.5700000;8910
20210828;000000;49081.0800000;49309.8300000;48370.0000000;48942.9400000;4898
20210829;000000;48942.8900000;49667.1000000;47801.0000000;48802.5800000;6916
20210830;000000;48802.5800000;48906.5100000;46866.0000000;46993.7100000;12263
20210831;000000;46996.8000000;48259.6800000;46708.9300000;47112.5000000;12921
20210901;000000;47110.3300000;49125.0000000;46537.6200000;48839.8600000;13017
20210902;000000;48834.2700000;50392.1900000;48620.7300000;49279.3700000;14119
20210903;000000;49279.3800000;51064.4400000;48349.6600000;50025.0000000;14575
20210904;000000;50025.0000000;50558.7500000;49400.0000000;49942.9800000;7582
20210905;000000;49944.8900000;51907.0800000;49500.0000000;51789.1700000;7738
20210906;000000;51789.1700000;52802.0300000;51020.0800000;52698.8100000;9554
20210907;000000;52698.8000000;52944.9600000;42830.7700000;46894.5000000;28989
20210908;000000;46894.4900000;47381.4700000;44423.4900000;46060.3600000;19613
20210909;000000;46059.9400000;47400.0000000;45511.8200000;46400.0000000;13590
20210910;000000;46396.2600000;47040.7600000;44140.4800000;44851.4500000;14902
20210911;000000;44850.3700000;45989.9400000;44730.2900000;45171.8300000;6215
20210912;000000;45173.6600000;46462.9800000;44754.3100000;46024.2300000;6507
20210913;000000;46027.8000000;46900.0000000;43465.0000000;44947.7200000;15030
20210914;000000;44953.2300000;47274.9200000;44679.9200000;47127.2200000;12648
20210915;000000;47127.8100000;48475.0000000;46705.0000000;48148.1200000;12157
20210916;000000;48144.0300000;48499.9900000;47020.8200000;47753.1600000;11743
20210917;000000;47753.1500000;48176.6400000;46752.6700000;47303.5000000;9087
20210918;000000;47306.8700000;48825.6200000;47050.0000000;48314.5600000;7479
20210919;000000;48309.8600000;48379.1900000;46850.8700000;47255.9200000;7093
20210920;000000;47253.7100000;47358.9200000;42500.0000000;43012.9700000;27718
20210921;000000;43007.6900000;43639.8800000;39600.0000000;40719.6000000;27260
20210922;000000;40736.8100000;44035.4400000;40570.4200000;43575.1000000;19473
20210923;000000;43575.1900000;45000.0000000;43096.7300000;44897.5900000;13435
20210924;000000;44896.5500000;45200.0000000;40683.2900000;42848.9200000;22459
20210925;000000;42848.4400000;42998.7600000;41675.0000000;42705.5100000;7398
20210926;000000;42705.5100000;43937.0000000;40803.0000000;43178.0200000;9976
20210927;000000;43172.1700000;44366.9600000;42111.0000000;42171.7600000;10091
20210928;000000;42166.3100000;42780.0000000;40897.7000000;41026.0700000;10484
20210929;000000;41030.1900000;42638.9900000;40750.1200000;41522.1600000;10323
20210930;000000;41519.1100000;44110.1700000;41409.6700000;43824.4300000;12823
20211001;000000;43828.8900000;48500.0000000;43287.4400000;48165.7600000;20116
20211002;000000;48165.7600000;48359.3300000;47451.0000000;47657.6900000;7270
20211003;000000;47663.7400000;49300.0000000;47120.1100000;48233.9900000;7992
20211004;000000;48233.9900000;49505.0000000;46916.7000000;49245.5400000;13935
20211005;000000;49244.1300000;51906.2300000;49057.1800000;51493.9900000;17833
20211006;000000;51499.7700000;55757.1100000;50416.0100000;55339.4800000;25880
20211007;000000;55346.9500000;55356.8500000;53379.0000000;53797.8200000;15826
20211008;000000;53805.4600000;56113.0000000;53634.4100000;53963.8200000;12428
20211009;000000;53965.1800000;55500.0000000;53675.0000000;54962.2900000;7130
20211010;000000;54963.2900000;56545.2400000;54112.9500000;54690.5300000;9377
20211011;000000;54683.0900000;57833.2300000;54411.5400000;57487.4400000;13412
20211012;000000;57485.9700000;57674.5500000;53873.7800000;56005.1000000;15454
20211013;000000;56005.1000000;57771.3300000;54236.0900000;57367.3200000;14687
20211014;000000;57367.3200000;58520.7100000;56832.3200000;57359.5100000;12204
20211015;000000;57359.5100000;62910.0000000;56867.1100000;61695.3900000;27118
20211016;000000;61690.3200000;62350.0000000;60139.0100000;60877.4200000;10151
20211017;000000;60867.0500000;61744.1700000;58943.8300000;61527.1100000;9164
20211018;000000;61530.0700000;62675.1900000;59887.7400000;62042.4100000;19801
20211019;000000;62042.4000000;64500.0000000;61333.0000000;64303.1400000;17377
20211020;000000;64303.1400000;66999.0000000;63525.0000000;66026.5400000;19183
20211021;000000;66021.2600000;66650.8500000;62050.0000000;62204.0200000;23489
20211022;000000;62204.0100000;63750.0000000;60000.0000000;60687.6400000;17197
20211023;000000;60682.8800000;61750.0000000;59650.0000000;61300.0100000;6711
20211024;000000;61300.0200000;61491.9600000;59522.8900000;60854.4800000;8575
20211025;000000;60847.9100000;63726.5800000;60653.5000000;63083.5400000;10517
20211026;000000;63081.9600000;63290.4900000;59837.0700000;60337.6200000;12178
20211027;000000;60333.1900000;61488.0000000;58100.0000000;58455.4700000;18858
20211028;000000;58462.7300000;62477.4700000;57653.8800000;60591.6500000;19353
20211029;000000;60591.6300000;62974.0000000;60188.7300000;62276.7200000;15493
20211030;000000;62287.9500000;62379.2000000;60725.0100000;61892.4100000;6795
20211031;000000;61896.3800000;62427.0200000;60001.0000000;61343.6800000;8388
20211101;000000;61346.1700000;62500.0000000;59500.0000000;60949.5400000;11719
20211102;000000;60956.4000000;64300.0000000;60672.1600000;63266.5100000;13711
20211103;000000;63266.5000000;63568.3600000;60070.0000000;62935.4100000;12957
20211104;000000;62935.4000000;63114.1400000;60728.7700000;61444.5000000;11055
20211105;000000;61444.4900000;62638.5900000;60777.0000000;61006.1500000;10590
20211106;000000;61006.1400000;61599.2500000;60125.0000000;61539.3100000;6364
20211107;000000;61539.3000000;63327.9600000;61397.8600000;63309.1300000;5608
20211108;000000;63309.1200000;67792.7700000;63309.1200000;67554.8400000;17654
20211109;000000;67554.1300000;68568.8500000;66261.7900000;66944.6600000;15010
20211110;000000;66938.7600000;69000.0000000;62800.0000000;64912.2000000;18954
20211111;000000;64912.2000000;65600.0000000;64133.7800000;64807.5900000;10262
20211112;000000;64807.7300000;65477.0600000;62300.0000000;64147.9000000;13662
20211113;000000;64144.4200000;64990.0000000;63394.1700000;64400.0100000;5982
20211114;000000;64400.0100000;65525.0000000;63596.9000000;65505.0200000;6082
20211115;000000;65505.0300000;66339.9000000;63371.0000000;63624.5900000;10443
20211116;000000;63621.0500000;63624.6000000;58638.0000000;60107.9800000;24903
20211117;000000;60101.5600000;60824.3800000;58380.0000000;60351.5100000;20897
20211118;000000;60351.5100000;60977.2100000;56514.1300000;56898.0000000;26751
20211119;000000;56898.4600000;58412.1200000;55625.0000000;58122.1600000;18561
20211120;000000;58122.1500000;59900.0000000;57423.3500000;59760.7600000;7585
20211121;000000;59760.7600000;60070.0000000;58509.6900000;58671.2100000;6680
20211122;000000;58671.2200000;59526.5100000;55641.0300000;56280.8100000;15870
20211123;000000;56280.8100000;57886.0300000;55377.0000000;57566.8500000;14006
20211124;000000;57562.6500000;57607.9700000;55875.0100000;57162.6600000;12487
20211125;000000;57158.5800000;59445.9900000;57037.0400000;58987.2700000;10646
20211126;000000;58994.7200000;59194.0000000;53533.0000000;53757.6700000;25951
20211127;000000;53757.6700000;55316.6700000;53642.5800000;54759.0500000;7891
20211128;000000;54759.0400000;57490.0000000;53327.0000000;57317.1700000;8214
20211129;000000;57318.5100000;58908.2700000;56730.0000000;57838.0600000;13454
20211130;000000;57838.0600000;59249.7700000;55910.3300000;56987.9700000;18045
20211201;000000;56998.3500000;59118.8400000;56465.7500000;57226.5000000;16615
20211202;000000;57226.5100000;57423.6900000;55845.0000000;56521.4600000;12984
20211203;000000;56521.4500000;57670.6800000;51640.0000000;53638.0400000;19562
20211204;000000;53633.0200000;53876.0900000;45111.0000000;49241.1200000;31298
20211205;000000;49235.2600000;49783.0000000;47827.0000000;49484.2200000;21742
20211206;000000;49484.2100000;51105.0000000;47200.0000000;50529.5600000;23065
20211207;000000;50529.5600000;51995.0000000;50067.1000000;50625.4800000;14095
20211208;000000;50625.2400000;51250.0000000;48650.0200000;50519.6800000;13124
20211209;000000;50520.9400000;50844.8600000;47323.2300000;47568.4300000;15760
20211210;000000;47568.4300000;50148.4900000;46900.0000000;47170.9400000;15696
20211211;000000;47170.9400000;49517.1800000;46786.7800000;49407.7500000;11039
20211212;000000;49424.4700000;50828.1300000;48665.4300000;50089.6400000;10419
20211213;000000;50089.6400000;50218.4200000;45727.9200000;46727.8900000;20779
20211214;000000;46727.8900000;48686.9100000;46300.0000000;48367.4300000;17116
20211215;000000;48359.2300000;49500.0000000;46530.0000000;48884.7800000;21646
20211216;000000;48878.8300000;49459.3900000;47524.6600000;47634.2200000;12724
20211217;000000;47634.2000000;48000.0000000;45469.3200000;46166.5000000;18569
20211218;000000;46159.8700000;47368.7300000;45515.7200000;46859.4600000;8174
20211219;000000;46857.4900000;48351.9200000;46440.1100000;46687.1900000;9526
20211220;000000;46687.2000000;47548.9300000;45568.0000000;46926.0700000;16042
20211221;000000;46926.0700000;49339.3100000;46645.0500000;48914.7000000;15448
20211222;000000;48914.7000000;49595.0000000;48450.0000000;48608.6200000;10742
20211223;000000;48608.6100000;51397.8200000;48032.1600000;50842.2000000;16609
20211224;000000;50842.0600000;51878.6000000;50445.5500000;50851.3800000;11694
20211225;000000;50852.3100000;51171.6800000;50191.8400000;50428.3100000;5565
20211226;000000;50428.3100000;51295.3300000;49460.0000000;50801.7900000;6845
20211227;000000;50804.3300000;52100.0000000;50480.0000000;50717.7700000;11592
20211228;000000;50720.3500000;50720.3500000;47300.2300000;47543.0900000;23127
20211229;000000;47542.2000000;48149.5800000;46094.0200000;46471.2400000;20337
20211230;000000;46471.2400000;47926.1500000;45938.4400000;47122.0800000;27411
20211231;000000;47122.0900000;48574.7000000;45650.0000000;46211.2400000;19017
20220101;000000;46211.2400000;47967.1200000;46205.0000000;47733.4300000;9472
